Country,Year,Category,Value
Hungary,2005,All Suicide,20.1
Hungary,2005,Expected Lifespan,72.6
Hungary,2006,All Diseases,475.3
Hungary,2006,All Exterrnal Factors,37.4
Hungary,2006,All Suicide,18.8
Hungary,2006,Expected Lifespan,73.1
Hungary,2007,All Diseases,471.8
Hungary,2007,All Exterrnal Factors,35.5
Hungary,2007,All Suicide,18.4
Hungary,2007,Expected Lifespan,73.2
Hungary,2008,All Diseases,445.7
Hungary,2008,All Exterrnal Factors,33.4
Hungary,2008,All Suicide,18.6
Hungary,2008,Expected Lifespan,73.7
Hungary,2009,All Diseases,437.4
Hungary,2009,All Exterrnal Factors,31.2
Hungary,2009,All Suicide,19
Hungary,2009,Expected Lifespan,73.9
Hungary,2010,All Diseases,427.7
Hungary,2010,All Exterrnal Factors,29.9
Hungary,2010,All Suicide,18.7
Hungary,2010,Expected Lifespan,74.2
Hungary,2011,All Diseases,414
Hungary,2011,All Exterrnal Factors,27.4
Hungary,2011,All Suicide,18.3
Hungary,2011,Expected Lifespan,74.9
Hungary,2012,All Diseases,410.5
Hungary,2012,All Exterrnal Factors,26.6
Hungary,2012,All Suicide,17.4
Hungary,2012,Expected Lifespan,75.1
Hungary,2013,All Diseases,394
Hungary,2013,All Exterrnal Factors,25.3
Hungary,2013,All Suicide,15.3
Hungary,2013,Expected Lifespan,75.6
Israel,1980,All Diseases,468.3
Israel,1980,All Exterrnal Factors,30.7
Israel,1980,All Suicide,6.6
Israel,1980,Expected Lifespan,73.9
Israel,1981,All Diseases,445.8
Israel,1981,All Exterrnal Factors,27.4
Israel,1981,All Suicide,5.8
Israel,1981,Expected Lifespan,74.3
Israel,1982,All Diseases,471.9
Israel,1982,All Exterrnal Factors,26.2
Israel,1982,All Suicide,5.7
Israel,1982,Expected Lifespan,74.1
Israel,1983,All Diseases,406.7
Israel,1983,All Exterrnal Factors,35.7
Israel,1983,All Suicide,6.5
Israel,1983,Expected Lifespan,74.5
Israel,1984,All Diseases,401.3
Israel,1984,All Exterrnal Factors,36.4
Israel,1984,All Suicide,5.9
Israel,1984,Expected Lifespan,74.8
Israel,1985,All Diseases,397.4
Israel,1985,All Exterrnal Factors,41.2
Israel,1985,All Suicide,5.9
Israel,1985,Expected Lifespan,75.2
Israel,1986,All Diseases,409.7
Israel,1986,All Exterrnal Factors,39.9
Israel,1986,All Suicide,7
Israel,1986,Expected Lifespan,75
Israel,1987,All Diseases,391.1
Israel,1987,All Exterrnal Factors,40.6
Israel,1987,All Suicide,6.7
Israel,1987,Expected Lifespan,75.3
Israel,1988,All Diseases,370.3
Israel,1988,All Exterrnal Factors,37.2
Israel,1988,All Suicide,7.5
Israel,1988,Expected Lifespan,74.4
Israel,1989,All Diseases,353.7
Israel,1989,All Exterrnal Factors,35.7
Israel,1989,All Suicide,8.2
Israel,1989,Expected Lifespan,76.3
Israel,1990,All Diseases,335
Israel,1990,All Exterrnal Factors,32.9
Israel,1990,All Suicide,7
Israel,1990,Expected Lifespan,76.6
Israel,1991,All Diseases,339.3
Israel,1991,All Exterrnal Factors,28
Israel,1991,All Suicide,7.7
Israel,1991,Expected Lifespan,76.8
Israel,1992,All Diseases,338.5
Israel,1992,All Exterrnal Factors,29.1
Israel,1992,All Suicide,7.8
Israel,1992,Expected Lifespan,76.5
Israel,1993,All Diseases,318.9
Israel,1993,All Exterrnal Factors,28.3
Israel,1993,All Suicide,7.3
Israel,1993,Expected Lifespan,77.2
Israel,1994,All Diseases,307.2
Israel,1994,All Exterrnal Factors,29.1
Israel,1994,All Suicide,8
Israel,1994,Expected Lifespan,77.4
Israel,1995,All Diseases,308.8
Israel,1995,All Exterrnal Factors,26.8
Israel,1995,All Suicide,6.6
Israel,1995,Expected Lifespan,77.5
Israel,1996,All Diseases,269
Israel,1996,All Exterrnal Factors,27.2
Israel,1996,All Suicide,5.4
Israel,1996,Expected Lifespan,78.1
Israel,1997,All Diseases,262.3
Israel,1997,All Exterrnal Factors,23.6
Israel,1997,All Suicide,6.5
Israel,1997,Expected Lifespan,78
Israel,1998,All Diseases,297.7
Israel,1998,All Exterrnal Factors,26.5
Israel,1998,All Suicide,5.4
Israel,1998,Expected Lifespan,78.1
Israel,1999,All Diseases,295
Israel,1999,All Exterrnal Factors,27
Israel,1999,All Suicide,6.1
Israel,1999,Expected Lifespan,78.7
Israel,2000,All Diseases,294.1
Israel,2000,All Exterrnal Factors,25.5
Israel,2000,All Suicide,6.3
Israel,2000,Expected Lifespan,79
Israel,2001,All Diseases,275.6
Israel,2001,All Exterrnal Factors,27.6
Israel,2001,All Suicide,6.2
Israel,2001,Expected Lifespan,79.4
Israel,2002,All Diseases,272.2
Israel,2002,All Exterrnal Factors,29.7
Israel,2002,All Suicide,5.9
Israel,2002,Expected Lifespan,79.5
Israel,2003,All Diseases,268.1
Israel,2003,All Exterrnal Factors,24.5
Israel,2003,All Suicide,6.4
Israel,2003,Expected Lifespan,79.6
Israel,2004,All Diseases,258.1
Israel,2004,All Exterrnal Factors,23.3
Israel,2004,All Suicide,6.1
Israel,2004,Expected Lifespan,80.1
Israel,2005,All Diseases,256.1
Israel,2005,All Exterrnal Factors,22.2
Israel,2005,All Suicide,6.1
Israel,2005,Expected Lifespan,80.2
Israel,2006,All Diseases,245.5
Israel,2006,All Exterrnal Factors,20.3
Israel,2006,All Suicide,5.3
Israel,2006,Expected Lifespan,80.6
Israel,2007,All Diseases,247
Israel,2007,All Exterrnal Factors,19.6
Israel,2007,All Suicide,4.6
Israel,2007,Expected Lifespan,80.5
Israel,2008,All Diseases,227.6
Israel,2008,All Exterrnal Factors,19.8
Israel,2008,All Suicide,4.8
Israel,2008,Expected Lifespan,81
Israel,2009,All Diseases,210.3
Israel,2009,All Exterrnal Factors,17.3
Israel,2009,All Suicide,5.4
Israel,2009,Expected Lifespan,81.4
Israel,2010,All Diseases,202.8
Israel,2010,All Exterrnal Factors,16.6
Israel,2010,All Suicide,6.3
Israel,2010,Expected Lifespan,81.6
Israel,2011,All Diseases,206
Israel,2011,All Exterrnal Factors,16.4
Israel,2011,All Suicide,5.2
Israel,2011,Expected Lifespan,81.7
Israel,2012,All Diseases,205.3
Israel,2012,All Exterrnal Factors,14.1
Israel,2012,All Suicide,5.4
Israel,2012,Expected Lifespan,81.7
Israel,2013,All Diseases,196.3
Israel,2013,All Exterrnal Factors,14.2
Israel,2013,All Suicide,4.6
Israel,2013,Expected Lifespan,82.1
Italy,1980,All Diseases,432.1
Italy,1980,All Exterrnal Factors,42.1
Italy,1980,All Suicide,6.2
Italy,1980,Expected Lifespan,73.9
Italy,1981,All Diseases,411
Italy,1981,All Exterrnal Factors,37.1
Italy,1981,All Suicide,5.8
Italy,1981,Expected Lifespan,74.4
Italy,1982,All Diseases,407.2
Italy,1982,All Exterrnal Factors,37
Italy,1982,All Suicide,6.2
Italy,1982,Expected Lifespan,74.8
Italy,1983,All Diseases,425.4
Italy,1983,All Exterrnal Factors,36.2
Italy,1983,All Suicide,6.3
Italy,1983,Expected Lifespan,74.6
Italy,1984,All Diseases,386.9
Italy,1984,All Exterrnal Factors,32.9
Italy,1984,All Suicide,6.4
Italy,1984,Expected Lifespan,75.4
Italy,1985,All Diseases,381.6
Italy,1985,All Exterrnal Factors,34
Italy,1985,All Suicide,6.7
Italy,1985,Expected Lifespan,75.5
Italy,1986,All Diseases,366.4
Italy,1986,All Exterrnal Factors,32.6
Italy,1986,All Suicide,6.6
Italy,1986,Expected Lifespan,75.8
Italy,1987,All Diseases,342.6
Italy,1987,All Exterrnal Factors,32.3
Italy,1987,All Suicide,6.3
Italy,1987,Expected Lifespan,76.2
Italy,1988,All Diseases,333.1
Italy,1988,All Exterrnal Factors,32.4
Italy,1988,All Suicide,6
Italy,1988,Expected Lifespan,76.4
Italy,1989,All Diseases,317.9
Italy,1989,All Exterrnal Factors,31.8
Italy,1989,All Suicide,6
Italy,1989,Expected Lifespan,76.8
Italy,1990,All Diseases,313.7
Italy,1990,All Exterrnal Factors,32.4
Italy,1990,All Suicide,6
Italy,1990,Expected Lifespan,77
Italy,1991,All Diseases,311.1
Italy,1991,All Exterrnal Factors,33.6
Italy,1991,All Suicide,6
Italy,1991,Expected Lifespan,77
Italy,1992,All Diseases,302.2
Italy,1992,All Exterrnal Factors,32.1
Italy,1992,All Suicide,6.2
Italy,1992,Expected Lifespan,77.4
Italy,1993,All Diseases,299.2
Italy,1993,All Exterrnal Factors,29.9
Italy,1993,All Suicide,6.4
Italy,1993,Expected Lifespan,77.7
Italy,1994,All Diseases,295.9
Italy,1994,All Exterrnal Factors,28.6
Italy,1994,All Suicide,6.2
Italy,1994,Expected Lifespan,77.9
Italy,1995,All Diseases,289.4
Italy,1995,All Exterrnal Factors,28.4
Italy,1995,All Suicide,6.2
Italy,1995,Expected Lifespan,78.2
Italy,1996,All Diseases,274.3
Italy,1996,All Exterrnal Factors,27.4
Italy,1996,All Suicide,6.3
Italy,1996,Expected Lifespan,78.5
Italy,1997,All Diseases,269.1
Italy,1997,All Exterrnal Factors,27.1
Italy,1997,All Suicide,6.3
Italy,1997,Expected Lifespan,78.8
Italy,1998,All Diseases,269.6
Italy,1998,All Exterrnal Factors,27.1
Italy,1998,All Suicide,5.9
Italy,1998,Expected Lifespan,79
Italy,1999,All Diseases,258.3
Italy,1999,All Exterrnal Factors,26.2
Italy,1999,All Suicide,5.4
Italy,1999,Expected Lifespan,79.4
Italy,2000,All Diseases,247
Italy,2000,All Exterrnal Factors,25
Italy,2000,All Suicide,5.4
Italy,2000,Expected Lifespan,79.8
Italy,2001,All Diseases,233.6
Italy,2001,All Exterrnal Factors,25.3
Italy,2001,All Suicide,5.3
Italy,2001,Expected Lifespan,80.1
Italy,2002,All Diseases,228.6
Italy,2002,All Exterrnal Factors,24.8
Italy,2002,All Suicide,5.3
Italy,2002,Expected Lifespan,80.2
Italy,2003,All Diseases,254.8
Italy,2003,All Exterrnal Factors,23.3
Italy,2003,All Suicide,5.2
Italy,2003,Expected Lifespan,80
Italy,2004,Expected Lifespan,80.8
Italy,2005,Expected Lifespan,80.8
Italy,2006,All Diseases,216.1
Italy,2006,All Exterrnal Factors,21.1
Italy,2006,All Suicide,4.6
Italy,2006,Expected Lifespan,81.3
Italy,2007,All Diseases,213.9
Italy,2007,All Exterrnal Factors,20.8
Italy,2007,All Suicide,4.6
Italy,2007,Expected Lifespan,81.4
Italy,2008,All Diseases,208.8
Italy,2008,All Exterrnal Factors,19.3
Italy,2008,All Suicide,4.8
Italy,2008,Expected Lifespan,81.5
Italy,2009,All Diseases,205
Italy,2009,All Exterrnal Factors,18.5
Italy,2009,All Suicide,4.8
Italy,2009,Expected Lifespan,81.6
Italy,2010,All Diseases,196.3
Italy,2010,All Exterrnal Factors,17.2
Italy,2010,All Suicide,4.8
Italy,2010,Expected Lifespan,82
Italy,2011,All Diseases,197.6
Italy,2011,All Exterrnal Factors,16.6
Italy,2011,All Suicide,5.1
Italy,2011,Expected Lifespan,82.2
Italy,2012,All Diseases,199.6
Italy,2012,All Exterrnal Factors,15.8
Italy,2012,All Suicide,5.3
Italy,2012,Expected Lifespan,82.2
Italy,2013,Expected Lifespan,82.7
Japan,1980,All Diseases,373.2
Japan,1980,All Exterrnal Factors,27.4
Japan,1980,All Suicide,16.5
Japan,1980,Expected Lifespan,76.1
Japan,1981,All Diseases,356.1
Japan,1981,All Exterrnal Factors,27
Japan,1981,All Suicide,15.8
Japan,1981,Expected Lifespan,76.4
Japan,1982,All Diseases,332.6
Japan,1982,All Exterrnal Factors,26.5
Japan,1982,All Suicide,16
Japan,1982,Expected Lifespan,76.9
Japan,1983,All Diseases,331.1
Japan,1983,All Exterrnal Factors,26.7
Japan,1983,All Suicide,19.1
Japan,1983,Expected Lifespan,77
Japan,1984,All Diseases,315
Japan,1984,All Exterrnal Factors,25.8
Japan,1984,All Suicide,18.2
Japan,1984,Expected Lifespan,77.4
Japan,1985,All Diseases,307.7
Japan,1985,All Exterrnal Factors,25.5
Japan,1985,All Suicide,17.1
Japan,1985,Expected Lifespan,77.7
Japan,1986,All Diseases,290.2
Japan,1986,All Exterrnal Factors,24.4
Japan,1986,All Suicide,18.5
Japan,1986,Expected Lifespan,78.1
Japan,1987,All Diseases,274.4
Japan,1987,All Exterrnal Factors,23.5
Japan,1987,All Suicide,16.8
Japan,1987,Expected Lifespan,78.5
Japan,1988,All Diseases,282.2
Japan,1988,All Exterrnal Factors,24.5
Japan,1988,All Suicide,15.8
Japan,1988,Expected Lifespan,78.4
Japan,1989,All Diseases,266.2
Japan,1989,All Exterrnal Factors,24.4
Japan,1989,All Suicide,14.3
Japan,1989,Expected Lifespan,78.8
Japan,1990,All Diseases,269.4
Japan,1990,All Exterrnal Factors,24.6
Japan,1990,All Suicide,13.4
Japan,1990,Expected Lifespan,78.8
Japan,1991,All Diseases,260.9
Japan,1991,All Exterrnal Factors,24.6
Japan,1991,All Suicide,13.1
Japan,1991,Expected Lifespan,79.1
Japan,1992,All Diseases,257.2
Japan,1992,All Exterrnal Factors,24.9
Japan,1992,All Suicide,13.5
Japan,1992,Expected Lifespan,79.2
Japan,1993,All Diseases,255.5
Japan,1993,All Exterrnal Factors,24.3
Japan,1993,All Suicide,13.1
Japan,1993,Expected Lifespan,79.3
Japan,1994,All Diseases,238.5
Japan,1994,All Exterrnal Factors,24.5
Japan,1994,All Suicide,13.3
Japan,1994,Expected Lifespan,79.7
Japan,1995,All Diseases,248.4
Japan,1995,All Exterrnal Factors,28.5
Japan,1995,All Suicide,13.4
Japan,1995,Expected Lifespan,79.5
Japan,1996,All Diseases,226.5
Japan,1996,All Exterrnal Factors,24.2
Japan,1996,All Suicide,13.7
Japan,1996,Expected Lifespan,80.2
Japan,1997,All Diseases,221.7
Japan,1997,All Exterrnal Factors,23.5
Japan,1997,All Suicide,14.4
Japan,1997,Expected Lifespan,80.4
Japan,1998,All Diseases,214.7
Japan,1998,All Exterrnal Factors,23.2
Japan,1998,All Suicide,19.3
Japan,1998,Expected Lifespan,80.5
Japan,1999,All Diseases,220.4
Japan,1999,All Exterrnal Factors,23
Japan,1999,All Suicide,19
Japan,1999,Expected Lifespan,80.6
Japan,2000,All Diseases,202.1
Japan,2000,All Exterrnal Factors,22.3
Japan,2000,All Suicide,18.2
Japan,2000,Expected Lifespan,81.1
Japan,2001,All Diseases,194.7
Japan,2001,All Exterrnal Factors,21.8
Japan,2001,All Suicide,17.6
Japan,2001,Expected Lifespan,81.4
Japan,2002,All Diseases,189.6
Japan,2002,All Exterrnal Factors,21
Japan,2002,All Suicide,17.9
Japan,2002,Expected Lifespan,81.6
Japan,2003,All Diseases,189.7
Japan,2003,All Exterrnal Factors,20.3
Japan,2003,All Suicide,19.5
Japan,2003,Expected Lifespan,81.8
Japan,2004,All Diseases,183.7
Japan,2004,All Exterrnal Factors,19.7
Japan,2004,All Suicide,18.4
Japan,2004,Expected Lifespan,82
Japan,2005,All Diseases,188.3
Japan,2005,All Exterrnal Factors,19.7
Japan,2005,All Suicide,18.8
Japan,2005,Expected Lifespan,81.9
Japan,2006,All Diseases,179.7
Japan,2006,All Exterrnal Factors,18.3
Japan,2006,All Suicide,18.4
Japan,2006,Expected Lifespan,82.3
Japan,2007,All Diseases,175.8
Japan,2007,All Exterrnal Factors,17.6
Japan,2007,All Suicide,18.8
Japan,2007,Expected Lifespan,82.5
Japan,2008,All Diseases,174
Japan,2008,All Exterrnal Factors,16.9
Japan,2008,All Suicide,18.8
Japan,2008,Expected Lifespan,82.6
Japan,2009,All Diseases,166.8
Japan,2009,All Exterrnal Factors,16.3
Japan,2009,All Suicide,19.1
Japan,2009,Expected Lifespan,82.9
Japan,2010,All Diseases,168.1
Japan,2010,All Exterrnal Factors,17
Japan,2010,All Suicide,18.3
Japan,2010,Expected Lifespan,82.8
Japan,2011,All Diseases,167.9
Japan,2011,All Exterrnal Factors,24.9
Japan,2011,All Suicide,18.2
Japan,2011,Expected Lifespan,82.6
Japan,2012,All Diseases,163.4
Japan,2012,All Exterrnal Factors,15.8
Japan,2012,All Suicide,16.6
Japan,2012,Expected Lifespan,83.1
Japan,2013,All Diseases,157.5
Japan,2013,All Exterrnal Factors,14.9
Japan,2013,All Suicide,16.3
Japan,2013,Expected Lifespan,83.3
Kuwait,1980,All Diseases,605.7
Kuwait,1980,All Exterrnal Factors,69.6
Kuwait,1980,All Suicide,0.9
Kuwait,1980,Expected Lifespan,69.7
Kuwait,1981,All Diseases,569.7
Kuwait,1981,All Exterrnal Factors,61.7
Kuwait,1981,All Suicide,1
Kuwait,1981,Expected Lifespan,70.1
Kuwait,1982,All Diseases,503.3
Kuwait,1982,All Exterrnal Factors,64.9
Kuwait,1982,All Suicide,0.1
Kuwait,1982,Expected Lifespan,70.4
Kuwait,1983,All Diseases,505.7
Kuwait,1983,All Exterrnal Factors,72.6
Kuwait,1983,All Suicide,0.4
Kuwait,1983,Expected Lifespan,70.7
Kuwait,1984,All Diseases,445.8
Kuwait,1984,All Exterrnal Factors,59.2
Kuwait,1984,All Suicide,0.7
Kuwait,1984,Expected Lifespan,71
Kuwait,1985,All Diseases,511
Kuwait,1985,All Exterrnal Factors,62.6
Kuwait,1985,All Suicide,1.1
Kuwait,1985,Expected Lifespan,71.2
Kuwait,1986,All Diseases,455.3
Kuwait,1986,All Exterrnal Factors,48.8
Kuwait,1986,All Suicide,0.8
Kuwait,1986,Expected Lifespan,71.5
Kuwait,1987,All Diseases,445
Kuwait,1987,All Exterrnal Factors,44.1
Kuwait,1987,All Suicide,1
Kuwait,1987,Expected Lifespan,71.7
Kuwait,1988,Expected Lifespan,71.9
Kuwait,1989,Expected Lifespan,72.1
Kuwait,1990,Expected Lifespan,72.3
Kuwait,1991,Expected Lifespan,72.4
Kuwait,1992,Expected Lifespan,72.6
Kuwait,1993,All Diseases,460.6
Kuwait,1993,All Exterrnal Factors,51.8
Kuwait,1993,All Suicide,1.2
Kuwait,1993,Expected Lifespan,72.7
Kuwait,1994,All Diseases,463.7
Kuwait,1994,All Exterrnal Factors,38.2
Kuwait,1994,All Suicide,1.4
Kuwait,1994,Expected Lifespan,72.8
Kuwait,1995,All Diseases,579.1
Kuwait,1995,All Exterrnal Factors,41.2
Kuwait,1995,All Suicide,1.4
Kuwait,1995,Expected Lifespan,72.9
Kuwait,1996,All Diseases,556.3
Kuwait,1996,All Exterrnal Factors,38.7
Kuwait,1996,All Suicide,1.5
Kuwait,1996,Expected Lifespan,73
Kuwait,1997,All Diseases,560.6
Kuwait,1997,All Exterrnal Factors,42.1
Kuwait,1997,All Suicide,1.6
Kuwait,1997,Expected Lifespan,73.1
Kuwait,1998,All Diseases,503.6
Kuwait,1998,All Exterrnal Factors,33.2
Kuwait,1998,All Suicide,1.3
Kuwait,1998,Expected Lifespan,73.2
Kuwait,1999,All Diseases,466.5
Kuwait,1999,All Exterrnal Factors,34.8
Kuwait,1999,All Suicide,1.5
Kuwait,1999,Expected Lifespan,73.2
Kuwait,2000,All Diseases,438.8
Kuwait,2000,All Exterrnal Factors,37.4
Kuwait,2000,All Suicide,1.2
Kuwait,2000,Expected Lifespan,73.3
Kuwait,2001,All Diseases,409.8
Kuwait,2001,All Exterrnal Factors,30.8
Kuwait,2001,All Suicide,1
Kuwait,2001,Expected Lifespan,73.4
Kuwait,2002,All Diseases,394.7
Kuwait,2002,All Exterrnal Factors,29.6
Kuwait,2002,All Suicide,1.5
Kuwait,2002,Expected Lifespan,73.5
Kuwait,2003,All Diseases,456.8
Kuwait,2003,All Exterrnal Factors,36.4
Kuwait,2003,All Suicide,1.6
Kuwait,2003,Expected Lifespan,73.5
Kuwait,2004,All Diseases,461.5
Kuwait,2004,All Exterrnal Factors,42.9
Kuwait,2004,All Suicide,1.6
Kuwait,2004,Expected Lifespan,73.6
Kuwait,2005,All Diseases,432.4
Kuwait,2005,All Exterrnal Factors,38.4
Kuwait,2005,All Suicide,1.8
Kuwait,2005,Expected Lifespan,73.7
Kuwait,2006,All Diseases,442.5
Kuwait,2006,All Exterrnal Factors,35.7
Kuwait,2006,All Suicide,1.5
Kuwait,2006,Expected Lifespan,73.7
Kuwait,2007,All Diseases,328.9
Kuwait,2007,All Exterrnal Factors,27.1
Kuwait,2007,All Suicide,1.1
Kuwait,2007,Expected Lifespan,73.8
Kuwait,2008,All Diseases,339.9
Kuwait,2008,All Exterrnal Factors,26.3
Kuwait,2008,All Suicide,1
Kuwait,2008,Expected Lifespan,73.9
Kuwait,2009,All Diseases,347
Kuwait,2009,All Exterrnal Factors,27.4
Kuwait,2009,All Suicide,1.3
Kuwait,2009,Expected Lifespan,74
Kuwait,2010,All Diseases,315.2
Kuwait,2010,All Exterrnal Factors,21.5
Kuwait,2010,All Suicide,0.9
Kuwait,2010,Expected Lifespan,74.1
Kuwait,2011,All Diseases,288.4
Kuwait,2011,All Exterrnal Factors,21.5
Kuwait,2011,All Suicide,0.9
Kuwait,2011,Expected Lifespan,74.2
Kuwait,2012,All Diseases,306.5
Kuwait,2012,All Exterrnal Factors,26.5
Kuwait,2012,All Suicide,1.5
Kuwait,2012,Expected Lifespan,74.4
Kuwait,2013,All Diseases,284.3
Kuwait,2013,All Exterrnal Factors,22
Kuwait,2013,All Suicide,0.9
Kuwait,2013,Expected Lifespan,74.5
Mexico,1980,All Diseases,414.8
Mexico,1980,All Exterrnal Factors,118.8
Mexico,1980,All Suicide,1.8
Mexico,1980,Expected Lifespan,66.6
Mexico,1981,All Diseases,530.1
Mexico,1981,All Exterrnal Factors,122.4
Mexico,1981,All Suicide,2.2
Mexico,1981,Expected Lifespan,67
Mexico,1982,All Diseases,513.5
Mexico,1982,All Exterrnal Factors,117.8
Mexico,1982,All Suicide,2.1
Mexico,1982,Expected Lifespan,67.5
Mexico,1983,All Diseases,538.4
Mexico,1983,All Exterrnal Factors,106.1
Mexico,1983,All Suicide,1.9
Mexico,1983,Expected Lifespan,67.9
Mexico,1984,All Diseases,363.8
Mexico,1984,All Exterrnal Factors,95
Mexico,1984,All Suicide,1.5
Mexico,1984,Expected Lifespan,68.4
Mexico,1985,All Diseases,492.7
Mexico,1985,All Exterrnal Factors,100.8
Mexico,1985,All Suicide,2.5
Mexico,1985,Expected Lifespan,68.8
Mexico,1986,All Diseases,465.5
Mexico,1986,All Exterrnal Factors,97
Mexico,1986,All Suicide,2.7
Mexico,1986,Expected Lifespan,69.2
Mexico,1987,All Diseases,460.1
Mexico,1987,All Exterrnal Factors,94.4
Mexico,1987,All Suicide,2.7
Mexico,1987,Expected Lifespan,69.6
Mexico,1988,All Diseases,462.1
Mexico,1988,All Exterrnal Factors,90.4
Mexico,1988,All Suicide,2.6
Mexico,1988,Expected Lifespan,70
Mexico,1989,All Diseases,459.1
Mexico,1989,All Exterrnal Factors,86.2
Mexico,1989,All Suicide,2.9
Mexico,1989,Expected Lifespan,70.4
Mexico,1990,All Diseases,449.8
Mexico,1990,All Exterrnal Factors,82.7
Mexico,1990,All Suicide,2.8
Mexico,1990,Expected Lifespan,70.8
Mexico,1991,All Diseases,427.4
Mexico,1991,All Exterrnal Factors,80
Mexico,1991,All Suicide,3
Mexico,1991,Expected Lifespan,71.2
Mexico,1992,All Diseases,435.7
Mexico,1992,All Exterrnal Factors,80.9
Mexico,1992,All Suicide,3.1
Mexico,1992,Expected Lifespan,71.6
Mexico,1993,All Diseases,440.4
Mexico,1993,All Exterrnal Factors,76.5
Mexico,1993,All Suicide,3.2
Mexico,1993,Expected Lifespan,72
Mexico,1994,All Diseases,438.1
Mexico,1994,All Exterrnal Factors,75.2
Mexico,1994,All Suicide,3.4
Mexico,1994,Expected Lifespan,72.4
Mexico,1995,All Diseases,438.6
Mexico,1995,All Exterrnal Factors,70.5
Mexico,1995,All Suicide,3.6
Mexico,1995,Expected Lifespan,72.7
Mexico,1996,All Diseases,367.5
Mexico,1996,All Exterrnal Factors,63.9
Mexico,1996,All Suicide,3.6
Mexico,1996,Expected Lifespan,73.1
Mexico,1997,All Diseases,360.2
Mexico,1997,All Exterrnal Factors,61.8
Mexico,1997,All Suicide,3.8
Mexico,1997,Expected Lifespan,73.4
Mexico,1998,All Diseases,446.2
Mexico,1998,All Exterrnal Factors,60.6
Mexico,1998,All Suicide,3.6
Mexico,1998,Expected Lifespan,73.8
Mexico,1999,All Diseases,435.1
Mexico,1999,All Exterrnal Factors,57.9
Mexico,1999,All Suicide,3.6
Mexico,1999,Expected Lifespan,74
Mexico,2000,All Diseases,419
Mexico,2000,All Exterrnal Factors,54.1
Mexico,2000,All Suicide,3.7
Mexico,2000,Expected Lifespan,74.3
Mexico,2001,All Diseases,413.7
Mexico,2001,All Exterrnal Factors,51.5
Mexico,2001,All Suicide,3.9
Mexico,2001,Expected Lifespan,74.5
Mexico,2002,All Diseases,420
Mexico,2002,All Exterrnal Factors,51.1
Mexico,2002,All Suicide,3.9
Mexico,2002,Expected Lifespan,74.7
Mexico,2003,All Diseases,426.6
Mexico,2003,All Exterrnal Factors,50.1
Mexico,2003,All Suicide,4.1
Mexico,2003,Expected Lifespan,74.9
Mexico,2004,All Diseases,417.7
Mexico,2004,All Exterrnal Factors,48.4
Mexico,2004,All Suicide,4
Mexico,2004,Expected Lifespan,75.1
Mexico,2005,All Diseases,429.2
Mexico,2005,All Exterrnal Factors,48.9
Mexico,2005,All Suicide,4.2
Mexico,2005,Expected Lifespan,75.3
Mexico,2006,All Diseases,411.4
Mexico,2006,All Exterrnal Factors,49.3
Mexico,2006,All Suicide,4
Mexico,2006,Expected Lifespan,75.4
Mexico,2007,All Diseases,407.6
Mexico,2007,All Exterrnal Factors,46.8
Mexico,2007,All Suicide,4
Mexico,2007,Expected Lifespan,75.6
Mexico,2008,All Diseases,419.9
Mexico,2008,All Exterrnal Factors,51.5
Mexico,2008,All Suicide,4.2
Mexico,2008,Expected Lifespan,75.7
Mexico,2009,All Diseases,412.7
Mexico,2009,All Exterrnal Factors,53.7
Mexico,2009,All Suicide,4.5
Mexico,2009,Expected Lifespan,75.9
Mexico,2010,All Diseases,419.3
Mexico,2010,All Exterrnal Factors,56.7
Mexico,2010,All Suicide,4.2
Mexico,2010,Expected Lifespan,76
Mexico,2011,All Diseases,398.6
Mexico,2011,All Exterrnal Factors,56
Mexico,2011,All Suicide,4.7
Mexico,2011,Expected Lifespan,76.2
Mexico,2012,All Diseases,396.8
Mexico,2012,All Exterrnal Factors,53.8
Mexico,2012,All Suicide,4.5
Mexico,2012,Expected Lifespan,76.4
Mexico,2013,All Diseases,395.8
Mexico,2013,All Exterrnal Factors,49.6
Mexico,2013,All Suicide,4.7
Mexico,2013,Expected Lifespan,76.5
Russia,1980,All Diseases,687.3
Russia,1980,All Exterrnal Factors,116
Russia,1980,All Suicide,32.6
Russia,1980,Expected Lifespan,67
Russia,1981,All Diseases,664.9
Russia,1981,All Exterrnal Factors,115.7
Russia,1981,All Suicide,31.9
Russia,1981,Expected Lifespan,67.3
Russia,1982,All Diseases,638.4
Russia,1982,All Exterrnal Factors,107
Russia,1982,All Suicide,32.3
Russia,1982,Expected Lifespan,67.8
Russia,1983,All Diseases,656.2
Russia,1983,All Exterrnal Factors,93.5
Russia,1983,Expected Lifespan,67.7
Russia,1984,All Diseases,689.2
Russia,1984,All Exterrnal Factors,97
Russia,1984,Expected Lifespan,67.2
Russia,1985,All Diseases,678.9
Russia,1985,All Exterrnal Factors,94.4
Russia,1985,All Suicide,29
Russia,1985,Expected Lifespan,67.9
Russia,1986,All Diseases,615.2
Russia,1986,All Exterrnal Factors,77.4
Russia,1986,All Suicide,21.4
Russia,1986,Expected Lifespan,69.4
Russia,1987,All Diseases,617.5
Russia,1987,All Exterrnal Factors,75.1
Russia,1987,All Suicide,21.5
Russia,1987,Expected Lifespan,69.4
Russia,1988,All Diseases,616.9
